product_code,product_name,brand_name,brand_id,brand_group_id,product_sale_type,season,original_price,sale_price,discount_rate,sale_count,cart_count,review_count,review_score,purchase_count,viewing_count,wish_count,size_total_stock,size_stock_detail,color_total_stock,color_stock_detail,source_file,category_code,color_code
ARJU6A102BK,블랙《Faux Suede》헤링턴 블루종 점퍼,알레그리,A001,1897,1,[26SS],960000,864000,10,0,0,1,5.0,189,21,59,18,"48 (95):0, 50 (100):8, 52 (105):8, 54 (110):2",23,"블랙:18, 베이지:5",allegri_products_enriched_all.csv,JU,BK
ARTS6A103G3,다크그레이《Twiil Velour》카라 맨투맨,알레그리,A001,1897,1,[26SS],270000,243000,10,0,0,0,0.0,32,11,17,6,"95:3, 100:1, 105:1, 110:1",22,"블랙:16, 진한 그레이:6",allegri_products_enriched_all.csv,TS,G3
ARJU6A204G1,라이트그레이《Super Nylon》바람막이 점퍼,알레그리,A001,1897,1,[26SS],790000,711000,10,0,0,0,0.0,22,16,3,6,"48 (95):1, 50 (100):2, 52 (105):2, 54 (110):1",10,"밝은 그레이:6, 진한 네이비:4",allegri_products_enriched_all.csv,JU,G1
ARJU5C001CG,챠콜《Airveil》윈드 브레이커,알레그리,A001,1897,2,[25FW],790000,497700,37,0,0,13,4.8,161,21,80,3,"48 (95):1, 50 (100):2, 52 (105):0, 54 (110):0",9,"블랙:6, 차콜 그레이:3",allegri_products_enriched_all.csv,JU,CG
WXSW5B301CR,[스테디셀러] 크림 단색 반팔카라니트,알레그리 남성,WX,1897,2,[25SS],350000,220500,37,0,0,0,0.0,12,0,0,21,"00S:4, 00M:8, 00L:5, 0XL:4",76,"블랙:18, 크림:21, 진한 네이비:19, 브라운:18",allegri_products_enriched_all.csv,SW,CR
ARJU6E004BK,블랙《Premium Soft Lamb》가죽점퍼,알레그리,A001,1897,1,[26SS],1390000,1251000,10,0,0,0,0.0,0,0,4,15,"00M:14, 00L:1",15,블랙:15,allegri_products_enriched_all.csv,JU,BK
WXSW5B301BK,[스테디셀러] 블랙 단색 반팔카라니트,알레그리 남성,WX,1897,2,[25SS],350000,220500,37,0,0,0,0.0,12,0,0,18,"00S:3, 00M:4, 00L:6, 0XL:5",76,"블랙:18, 크림:21, 진한 네이비:19, 브라운:18",allegri_products_enriched_all.csv,SW,BK
ARTS5C203W2,브라운《LuxWarm》후디 맨투맨,알레그리,A001,1897,1,[25FW],329000,264410,19,0,0,22,5.0,218,0,68,4,"95:2, 100:2, 105:0, 110:0",16,"블랙:8, 브라운:4, 진한 브라운:4",allegri_products_enriched_all.csv,TS,W2
ARTS5B201WT,화이트《LuxCool》레귤러핏 라운드 티셔츠,알레그리,A001,1897,2,[25SS],160000,100800,37,0,0,538,4.8,2,20,34,15,"90:0, 95:1, 100:11, 105:3, 110:0",207,"밝은 블루:23, 진한 블루:31, 연블루:21, 블랙:5, 진한 초록:13, 밝은 그레이:9, 아이보리:6, 밝은 연두:19, MULTI COLOR:17, 네이비:6, 진한 네이비:2, 밝은 핑크:2, 청록:4, 브라운:25, 진한 브라운:9, 흰색:15",allegri_products_enriched_all.csv,TS,WT
ARJU6A211I3,다크베이지《Shadowvel》트러커 점퍼,알레그리,A001,1897,1,[26SS],890000,801000,10,0,0,2,5.0,168,23,35,3,"48 (95):0, 50 (100):3, 52 (105):0, 54 (110):0",14,"차콜 그레이:11, 진한 베이지:3",allegri_products_enriched_all.csv,JU,I3
ARJU6A210CG,챠콜그레이《WoolMilano》Minimal 카라 점퍼,알레그리,A001,1897,1,[26SS],890000,801000,10,0,0,0,0.0,32,11,1,6,"48 (95):1, 50 (100):1, 52 (105):1, 54 (110):3",10,"블랙:4, 차콜 그레이:6",allegri_products_enriched_all.csv,JU,CG
ARJU6E002G1,라이트 그레이《Super Nylon》후디 바람막이 야상 점퍼,알레그리,A001,1897,1,[26SS],790000,711000,10,0,0,0,0.0,0,0,1,25,"00S:5, 00M:16, 00L:4",54,"밝은 그레이:25, 진한 네이비:29",allegri_products_enriched_all.csv,JU,G1
ARTS6B302WT,화이트《LuxCool》 [New Regular Fit] 티셔츠,알레그리,A001,1897,1,[26SS],169000,152100,10,0,0,0,0.0,44,10,5,107,"95:20, 100:46, 105:35, 110:6",581,"밝은 블루:23, 진한 블루:33, 탁한 블루:35, 블랙:116, 진한 초록:42, 밝은 그레이:22, 아이보리:41, MULTI COLOR:28, 네이비:20, 밝은 핑크:28, 청록:61, 브라운:25, 흰색:107",allegri_products_enriched_all.csv,TS,WT
ARSW6A101BK,블랙《Faux Suede》하이브리드 셔켓,알레그리,A001,1897,1,[26SS],990000,891000,10,0,0,0,0.0,12,0,9,11,"S (95):3, M (100):3, L (105):3, XL (110):2",11,블랙:11,allegri_products_enriched_all.csv,SW,BK
WXJU5A104CG,[스테디셀러] 차콜그레이《Oil Washed》데님 트러커,알레그리 남성,WX,1897,2,[25SS],590000,371700,37,0,0,16,4.9,13,0,3,18,"048:4, 050:8, 052:3, 054:3",49,"블루:31, 차콜 그레이:18",allegri_products_enriched_all.csv,JU,CG
WXJU4F002T3,[클리어런스][스테디셀러] 다크 터콰이즈 《Tech Wool》카라넥 점퍼,알레그리 남성,WX,1897,2,[24FW],890000,320560,63,0,0,58,4.8,158,13,53,2,"048:1, 050:0, 052:1, 054:0",2,"블랙:0, 진한 청록:2",allegri_products_enriched_all.csv,JU,T3
WXJU5A104B2,[스테디셀러] 블루《Oil Washed》데님 트러커,알레그리 남성,WX,1897,2,[25SS],590000,371700,37,0,0,16,4.9,13,0,1,32,"048:9, 050:11, 052:7, 054:5",50,"블루:32, 차콜 그레이:18",allegri_products_enriched_all.csv,JU,B2
WXJU4F008T3,[클리어런스][스테디셀러] 다크 터콰이즈《WoolTech》유로피안 구스다운 숏 점퍼,알레그리 남성,WX,1897,2,[24FW],1390000,514180,63,0,0,67,4.8,140,10,88,6,"048:0, 050:1, 052:3, 054:2",6,"블랙:0, 진한 청록:6",allegri_products_enriched_all.csv,JU,T3
WXTS5A201BK,[스테디셀러] 블랙《LuxWarm》맨투맨,알레그리 남성,WX,1897,2,[25SS],270000,170100,37,0,0,2,4.0,25,0,16,24,"00S:3, 00M:11, 00L:10, 0XL:0",24,블랙:24,allegri_products_enriched_all.csv,TS,BK
ARJU6B402BK,블랙《AirMesh》점퍼,알레그리,A001,1897,1,[26SS],690000,621000,10,0,0,0,0.0,0,0,1,25,"48 (95):7, 50 (100):7, 52 (105):7, 54 (110):4",59,"블랙:25, 차콜 그레이:34",allegri_products_enriched_all.csv,JU,BK
ARSH6A101T3,다크터콰이즈블루《Gentle Corduroy》셔츠,알레그리,A001,1897,1,[26SS],440000,396000,10,0,0,0,0.0,18,0,1,9,"S (95):1, M (100):1, L (105):4, XL (110):3",21,"밝은 베이지:12, 진한 청록:9",allegri_products_enriched_all.csv,SH,T3
ARPA6B333G2,그레이《Flex Jersey》투 턱 셋업 팬츠,알레그리,A001,1897,1,[26SS],390000,351000,10,0,0,0,0.0,11,0,3,12,"78 (30):2, 82 (32):4, 86 (34):3, 90 (36):2, 94 (38):1",22,"블랙:10, 그레이:12",allegri_products_enriched_all.csv,PA,G2
ARTS6B303CR,크림《LuxCool》[New Comfort Fit] 라운드 티셔츠,알레그리,A001,1897,1,[26SS],189000,170100,10,0,0,1,5.0,23,0,2,20,"90:2, 95:4, 100:6, 105:6, 110:2",237,"블랙:34, 크림:20, 밝은 그레이:34, MULTI COLOR:34, 네이비:35, 진한 네이비:22, 청록:20, 흰색:38",allegri_products_enriched_all.csv,TS,CR
WXPA4F841BK,[클리어런스][스테디셀러] 블랙 워싱 면혼방 데님팬츠,알레그리 남성,WX,1897,2,[24FW],390000,140470,63,0,0,20,4.8,209,0,21,1,"078:0, 082:0, 086:0, 090:0, 094:1",3,"블루:2, 블랙:1",allegri_products_enriched_all.csv,PA,BK
ARJU6A207G3,다크그레이《AirCord Nylon》카라 점퍼,알레그리,A001,1897,1,[26SS],890000,801000,10,0,0,0,0.0,38,0,6,1,"48 (95):0, 50 (100):1, 52 (105):0, 54 (110):0",6,"블랙:5, 진한 그레이:1",allegri_products_enriched_all.csv,JU,G3
WXTS4F001I1,[클리어런스][스테디셀러] 베이지멜란지 《LuxWarm》맨투맨,알레그리 남성,WX,1897,2,[24FW],270000,97240,63,0,0,101,4.9,955,0,32,1,"00S:0, 00M:1, 00L:0, 0XL:0",4,"진한 블루:0, 탁한 블루:2, 블랙:0, 블랙:0, 차콜 그레이:0, 크림:0, 밝은 베이지:1, 진한 네이비:1, 탁한 네이비:0, 퍼플:0",allegri_products_enriched_all.csv,TS,I1
ARJU5D301BK,블랙《Wool Cashmere》핸드메이드 블루종 점퍼,알레그리,A001,1897,2,[25FW],990000,623700,37,0,0,13,4.9,226,25,201,6,"48 (95):4, 50 (100):0, 52 (105):2, 54 (110):0",8,"블랙:6, 진한 그레이:2",allegri_products_enriched_all.csv,JU,BK
WXJU5A701T2,[스테디셀러]터키쉬블루《Premium Suede》램스킨 블루종 점퍼,알레그리 남성,WX,1897,2,[25SS],1690000,1064700,37,0,0,0,0.0,17,13,68,2,"048:0, 050:1, 052:1, 054:0",2,청록:2,allegri_products_enriched_all.csv,JU,T2
WXPA5A101G1,[스테디셀러] 그레이 워싱 스트레이트 핏 데님 팬츠,알레그리 남성,WX,1897,2,[25SS],390000,245700,37,0,0,7,4.7,113,19,36,5,"078:1, 082:0, 086:2, 090:1, 094:1",29,"블랙:16, 밝은 그레이:5, 진한 네이비:8",allegri_products_enriched_all.csv,PA,G1
ARJU6B402CG,차콜그레이《AirMesh》점퍼,알레그리,A001,1897,1,[26SS],690000,621000,10,0,0,0,0.0,0,0,0,34,"48 (95):6, 50 (100):16, 52 (105):5, 54 (110):7",59,"블랙:25, 차콜 그레이:34",allegri_products_enriched_all.csv,JU,CG
ARTS6B303WT,화이트《LuxCool》[New Comfort Fit] 라운드 티셔츠,알레그리,A001,1897,1,[26SS],189000,170100,10,0,0,1,5.0,23,0,3,38,"90:3, 95:5, 100:15, 105:14, 110:1",237,"블랙:34, 크림:20, 밝은 그레이:34, MULTI COLOR:34, 네이비:35, 진한 네이비:22, 청록:20, 흰색:38",allegri_products_enriched_all.csv,TS,WT
ARSH5A363BK,블랙《Viaggio Super Nylon》셔츠,알레그리,A001,1897,2,[25SS],649000,379660,41,0,0,1,5.0,130,10,30,2,"S (95):1, M (100):0, L (105):1, XL (110):0",2,"블랙:2, 그레이:0",allegri_products_enriched_all.csv,SH,BK
WXSW5B301N3,[스테디셀러] 네이비 단색 반팔카라니트,알레그리 남성,WX,1897,2,[25SS],350000,220500,37,0,0,0,0.0,12,0,0,19,"00S:4, 00M:5, 00L:5, 0XL:5",76,"블랙:18, 크림:21, 진한 네이비:19, 브라운:18",allegri_products_enriched_all.csv,SW,N3
ARSH6A101I1,라이트베이지《Gentle Corduroy》셔츠,알레그리,A001,1897,1,[26SS],440000,396000,10,0,0,0,0.0,18,0,0,12,"S (95):4, M (100):2, L (105):3, XL (110):3",21,"밝은 베이지:12, 진한 청록:9",allegri_products_enriched_all.csv,SH,I1
ARPA6B333BK,블랙 《Flex Jersey》투 턱 셋업 팬츠,알레그리,A001,1897,1,[26SS],390000,351000,10,0,0,0,0.0,11,0,2,10,"78 (30):1, 82 (32):4, 86 (34):4, 90 (36):1, 94 (38):0",22,"블랙:10, 그레이:12",allegri_products_enriched_all.csv,PA,BK
ARPA6B332N3,다크네이비《Air Grid》스탠다드 핏 셋업 팬츠,알레그리,A001,1897,1,[26SS],340000,306000,10,0,0,0,0.0,0,0,2,20,"78 (30):3, 82 (32):8, 86 (34):4, 90 (36):3, 94 (38):2",57,"차콜 그레이:14, 진한 베이지:23, 진한 네이비:20",allegri_products_enriched_all.csv,PA,N3
ARJU6A702T3,다크터콰이즈블루《Premium Lamb》Metis 가죽 점퍼,알레그리,A001,1897,1,[26SS],1690000,1521000,10,0,0,2,4.5,35,15,85,3,"48 (95):1, 50 (100):0, 52 (105):0, 54 (110):2",3,진한 청록:3,allegri_products_enriched_all.csv,JU,T3
ARJU6E002N3,다크네이비《Super Nylon》후디 바람막이 야상 점퍼,알레그리,A001,1897,1,[26SS],790000,711000,10,0,0,0,0.0,0,0,1,29,"00S:6, 00M:18, 00L:5",54,"밝은 그레이:25, 진한 네이비:29",allegri_products_enriched_all.csv,JU,N3
ARJU5B303N3,다크 네이비《WoollySucker》울리써커 블루종 점퍼,알레그리,A001,1897,2,[25SS],790000,497700,37,0,0,1,5.0,228,13,35,5,"48 (95):0, 50 (100):2, 52 (105):0, 54 (110):3",14,"블랙:9, 진한 네이비:5",allegri_products_enriched_all.csv,JU,N3
ARJU6B401CG,차콜그레이《Air Washer》트러커,알레그리,A001,1897,1,[26SS],790000,711000,10,0,0,0,0.0,0,0,0,19,"48 (95):5, 50 (100):6, 52 (105):5, 54 (110):3",19,차콜 그레이:19,allegri_products_enriched_all.csv,JU,CG
ARSW6B306T3,다크터콰이즈《MildRayon》카라넥 스웨터,알레그리,A001,1897,1,[26SS],350000,315000,10,0,0,0,0.0,29,0,5,70,"S (95):17, M (100):30, L (105):18, XL (110):5",259,"밝은 블루:38, 탁한 블루:41, 블랙:70, 크림:40, 진한 청록:70",allegri_products_enriched_all.csv,SW,T3
ARSW5B306E3,다크 그린《Mild Rayon》카라넥 니트,알레그리,A001,1897,2,[25SS],320000,201600,37,0,0,22,4.8,1,18,22,38,"S (95):14, M (100):15, L (105):1, XL (110):8",106,"블랙:11, 크림:19, 진한 초록:38, 밝은 그레이:17, 연핑크:6, 진한 청록:15",allegri_products_enriched_all.csv,SW,E3
ARSH6A102K3,다크카키 텐셀 셔츠,알레그리,A001,1897,1,[26SS],390000,351000,10,0,0,0,0.0,0,0,1,14,"S (95):1, M (100):4, L (105):4, XL (110):5",30,"밝은 블루:16, 진한 카키:14",allegri_products_enriched_all.csv,SH,K3
ARTS6B303MU,스트라이프《LuxCool》[New Comfort Fit] 라운드 티셔츠,알레그리,A001,1897,1,[26SS],189000,170100,10,0,0,1,5.0,23,0,4,34,"90:2, 95:6, 100:12, 105:10, 110:4",237,"블랙:34, 크림:20, 밝은 그레이:34, MULTI COLOR:34, 네이비:35, 진한 네이비:22, 청록:20, 흰색:38",allegri_products_enriched_all.csv,TS,MU
ARJU5D315T3,터콰이즈《Faux Suede》하이브리드 점퍼,알레그리,A001,1897,2,[25FW],990000,623700,37,0,0,15,4.9,457,21,161,31,"48 (95):9, 50 (100):11, 52 (105):9, 54 (110):2",137,"밝은 그레이:32, 진한 청록:31, 진한 브라운:74",allegri_products_enriched_all.csv,JU,T3
WXPA4F841B2,[클리어런스][스테디셀러] 블루 워싱 면혼방 데님팬츠,알레그리 남성,WX,1897,2,[24FW],390000,140470,63,0,0,20,4.8,209,0,37,2,"078:0, 082:1, 086:0, 090:1, 094:0",3,"블루:2, 블랙:1",allegri_products_enriched_all.csv,PA,B2
ARJU6A301BK,블랙《MildRay》카라 블루종 점퍼,알레그리,A001,1897,1,[26SS],790000,711000,10,0,0,1,5.0,21,0,21,14,"48 (95):4, 50 (100):6, 52 (105):1, 54 (110):3",24,"블랙:14, 탁한 민트:10",allegri_products_enriched_all.csv,JU,BK
ARJU6A209BK,블랙《Velour Denim》헤링턴 트러커 점퍼,알레그리,A001,1897,1,[26SS],890000,801000,10,0,0,1,5.0,74,17,77,15,"48 (95):2, 50 (100):5, 52 (105):6, 54 (110):2",15,블랙:15,allegri_products_enriched_all.csv,JU,BK
ARJU5C101CG,챠콜《Fall Wool Blended》핸드메이드 블루종 [셋업],알레그리,A001,1897,2,[25FW],890000,560700,37,0,0,1,5.0,131,0,71,17,"48 (95):3, 50 (100):8, 52 (105):2, 54 (110):4",17,"블랙:0, 차콜 그레이:17",allegri_products_enriched_all.csv,JU,CG
ARJU5D300BK,블랙《WoolCashmere》핸드메이드 점퍼,알레그리,A001,1897,2,[25FW],890000,560700,37,0,0,5,5.0,105,0,93,25,"48 (95):9, 50 (100):9, 52 (105):6, 54 (110):1",47,"블랙:25, 진한 그레이:22",allegri_products_enriched_all.csv,JU,BK
WXJU5A101BK,[스테디셀러] 블랙《Faux Suede》카라넥 블루종 점퍼,알레그리 남성,WX,1897,2,[25SS],890000,560700,37,0,0,0,0.0,67,15,10,4,"048:0, 050:2, 052:1, 054:1",12,"블랙:4, 베이지:8",allegri_products_enriched_all.csv,JU,BK
ARTS6B303BK,블랙《LuxCool》[New Comfort Fit] 라운드 티셔츠,알레그리,A001,1897,1,[26SS],189000,170100,10,0,0,1,5.0,23,0,1,34,"90:3, 95:5, 100:7, 105:15, 110:4",237,"블랙:34, 크림:20, 밝은 그레이:34, MULTI COLOR:34, 네이비:35, 진한 네이비:22, 청록:20, 흰색:38",allegri_products_enriched_all.csv,TS,BK
ARTR6A201I2,GIPITEX 베이지 짚업 트렌치 코트,알레그리,A001,1897,1,[26SS],990000,891000,10,0,0,0,0.0,20,11,11,13,"48 (95):2, 50 (100):5, 52 (105):4, 54 (110):2",23,"베이지:13, 진한 네이비:10",allegri_products_enriched_all.csv,TR,I2
ARTS6B303N3,다크네이비《LuxCool》[New Comfort Fit] 라운드 티셔츠,알레그리,A001,1897,1,[26SS],189000,170100,10,0,0,1,5.0,23,0,1,22,"90:3, 95:6, 100:5, 105:6, 110:2",237,"블랙:34, 크림:20, 밝은 그레이:34, MULTI COLOR:34, 네이비:35, 진한 네이비:22, 청록:20, 흰색:38",allegri_products_enriched_all.csv,TS,N3
ARTS5C203BK,블랙《LuxWarm》후디 맨투맨,알레그리,A001,1897,1,[25FW],329000,264410,19,0,0,22,5.0,218,0,47,8,"95:4, 100:3, 105:1, 110:0",16,"블랙:8, 브라운:4, 진한 브라운:4",allegri_products_enriched_all.csv,TS,BK
ARJU5D315W3,다크브라운《Faux Suede》하이브리드 점퍼,알레그리,A001,1897,2,[25FW],990000,623700,37,0,0,15,4.9,457,21,150,74,"48 (95):18, 50 (100):29, 52 (105):23, 54 (110):4",137,"밝은 그레이:32, 진한 청록:31, 진한 브라운:74",allegri_products_enriched_all.csv,JU,W3
ARJU5D313I2,베이지《X-Lite》[Siberian Goose] 후디 다운 점퍼,알레그리,A001,1897,1,[25FW],890000,760950,14,0,0,15,4.9,337,13,69,10,"48 (95):3, 50 (100):1, 52 (105):4, 54 (110):2",40,"블랙:30, 베이지:10",allegri_products_enriched_all.csv,JU,I2
ARSW6B305O3,다크오렌지《SilkCotton》라운드,알레그리,A001,1897,1,[26SS],350000,315000,10,0,0,0,0.0,23,0,3,15,"S (95):2, M (100):4, L (105):4, XL (110):5",115,"크림:41, 그레이:28, 진한 네이비:31, 진한 오렌지:15",allegri_products_enriched_all.csv,SW,O3
ARSW6B501G2,그레이《Dry Pique》코튼 강연 카라넥,알레그리,A001,1897,1,[26SS],350000,315000,10,0,0,0,0.0,0,0,2,49,"S (95):11, M (100):21, L (105):10, XL (110):7",217,"밝은 블루:52, 블랙:47, 크림:45, 그레이:49, 브라운:24",allegri_products_enriched_all.csv,SW,G2
ARSW6B501BK,블랙《Dry Pique》코튼 강연 카라넥,알레그리,A001,1897,1,[26SS],350000,315000,10,0,0,0,0.0,0,0,2,47,"S (95):8, M (100):21, L (105):11, XL (110):7",217,"밝은 블루:52, 블랙:47, 크림:45, 그레이:49, 브라운:24",allegri_products_enriched_all.csv,SW,BK
ARSW6B305G2,그레이《SilkCotton》라운드,알레그리,A001,1897,1,[26SS],350000,315000,10,0,0,0,0.0,23,0,2,28,"S (95):4, M (100):16, L (105):4, XL (110):4",115,"크림:41, 그레이:28, 진한 네이비:31, 진한 오렌지:15",allegri_products_enriched_all.csv,SW,G2
ARCO5D403BK,블랙《Cashmere Rich 40》핸드메이드 발마칸 코트,알레그리,A001,1897,2,[25FW],1390000,875700,37,0,0,10,5.0,233,13,131,12,"48 (95):1, 50 (100):5, 52 (105):5, 54 (110):1",25,"블랙:12, 진한 그레이:13",allegri_products_enriched_all.csv,CO,BK
ARSW6B307CR,크림《MildRayon》라운드 스웨터,알레그리,A001,1897,1,[26SS],320000,288000,10,0,0,0,0.0,15,0,0,37,"S (95):8, M (100):17, L (105):10, XL (110):2",158,"블랙:42, 크림:37, 밝은 그레이:36, 진한 청록:43",allegri_products_enriched_all.csv,SW,CR
WXSW5B303CR,[스테디셀러] 크림 짜임 반팔카라니트,알레그리 남성,WX,1897,2,[25SS],350000,220500,37,0,0,0,0.0,0,0,2,22,"00S:4, 00M:8, 00L:5, 0XL:5",85,"탁한 블루:22, 블랙:20, 크림:22, 밝은 그레이:21",allegri_products_enriched_all.csv,SW,CR
ARSW5B306T3,다크 터콰이즈 블루《Mild Rayon》카라넥 니트,알레그리,A001,1897,2,[25SS],320000,201600,37,0,0,22,4.8,1,19,13,15,"S (95):14, M (100):1, L (105):0, XL (110):0",106,"블랙:11, 크림:19, 진한 초록:38, 밝은 그레이:17, 연핑크:6, 진한 청록:15",allegri_products_enriched_all.csv,SW,T3
ARJU5C102BK,블랙《Fall Wool Blended》핸드메이드 후디 점퍼 [셋업],알레그리,A001,1897,2,[25FW],890000,560700,37,0,0,1,5.0,71,0,63,5,"48 (95):4, 50 (100):0, 52 (105):0, 54 (110):1",10,"블랙:5, 베이지:5",allegri_products_enriched_all.csv,JU,BK
ARJU6A103CM,카멜《Faux Suede》셔츠형 점퍼,알레그리,A001,1897,1,[26SS],890000,801000,10,0,0,2,5.0,77,0,26,18,"48 (95):14, 50 (100):1, 52 (105):1, 54 (110):2",36,"블랙:18, 캐멀:18",allegri_products_enriched_all.csv,JU,CM
ARJU5D313BK,블랙《X-Lite》[Siberian Goose] 후디 다운 점퍼,알레그리,A001,1897,1,[25FW],890000,760950,14,0,0,15,4.9,337,13,182,30,"48 (95):9, 50 (100):13, 52 (105):6, 54 (110):2",40,"블랙:30, 베이지:10",allegri_products_enriched_all.csv,JU,BK
WXJU5A205BK,[스테디셀러] 블랙《Standard Denim》세미오버 코치 점퍼,알레그리 남성,WX,1897,2,[25SS],490000,308700,37,0,0,2,5.0,58,38,69,5,"048:0, 050:0, 052:5, 054:0",5,블랙:5,allegri_products_enriched_all.csv,JU,BK
