product_code,product_name,brand_name,brand_id,brand_group_id,product_sale_type,season,season_name_raw,season_spring,season_summer,season_fall,season_winter,season_all,original_price,sale_price,discount_rate,sale_count,cart_count,review_count,review_score,purchase_count,viewing_count,wish_count,size_total_stock,size_stock_detail,color_total_stock,color_stock_detail,lf_category_l1,lf_category_l2,lf_category_l3
WXPA5B302B2,[스테디셀러] 블루[Slim 1Tuck] 로고 데님 팬츠,알레그리 남성,WX,1897,2,[25SS],여름,0,1,0,0,0,390000,245700,37,0,0,3,5.0,48,24,22,9,"078:3, 082:2, 086:3, 090:0, 094:1",14,"블루:9, 진한 네이비:5",남성의류,데님팬츠,롱
ARJU5B303N3,다크 네이비《WoollySucker》울리써커 블루종 점퍼,알레그리,A001,1897,2,[25SS],여름,0,1,0,0,0,790000,467700,40,0,0,1,5.0,228,24,54,8,"48 (95):1, 50 (100):7, 52 (105):0, 54 (110):0",14,"블랙:6, 진한 네이비:8",남성의류,점퍼,캐쥬얼점퍼
ARTS5B202G1,라이트 그레이《LuxCool》레귤러핏 카라 티셔츠,알레그리,A001,1897,2,[25SS],여름,0,1,0,0,0,190000,119700,37,0,0,284,4.9,1,10,19,3,"90:1, 95:1, 100:1, 105:0, 110:0",26,"진한 블루:3, 연블루:6, 블랙:5, 밝은 그레이:3, 아이보리:1, 진한 네이비:3, 청록:1, 흰색:4",남성의류,티셔츠,반팔티셔츠
WXPA5A103B1,[스테디셀러] 라이트블루 워싱《Wide Fit》 데님 팬츠,알레그리 남성,WX,1897,2,[25SS],봄,1,0,0,0,0,390000,228500,41,0,0,8,4.8,101,24,35,9,"078:2, 082:0, 086:2, 090:2, 094:3",41,"밝은 블루:9, 진한 블루:17, 블랙:15",남성의류,데님팬츠,롱
ARJU5B303BK,블랙《WoollySucker》 블루종 점퍼,알레그리,A001,1897,2,[25SS],여름,0,1,0,0,0,790000,467700,40,0,0,1,5.0,232,24,39,6,"48 (95):3, 50 (100):1, 52 (105):0, 54 (110):2",14,"블랙:6, 진한 네이비:8",남성의류,점퍼,캐쥬얼점퍼
ARSW5B306G1,라이트 그레이《Mild Rayon》카라넥 니트,알레그리,A001,1897,2,[25SS],여름,0,1,0,0,0,320000,187490,41,0,0,25,4.8,992,54,20,5,"S (95):5, M (100):0, L (105):0, XL (110):0",67,"블랙:8, 크림:10, 진한 초록:25, 밝은 그레이:5, 연핑크:5, 진한 청록:14",남성의류,니트/스웨터,
ARSW5B306T3,다크 터콰이즈 블루《Mild Rayon》카라넥 니트,알레그리,A001,1897,2,[25SS],여름,0,1,0,0,0,320000,187490,41,0,0,25,4.8,992,54,26,14,"S (95):12, M (100):2, L (105):0, XL (110):0",67,"블랙:8, 크림:10, 진한 초록:25, 밝은 그레이:5, 연핑크:5, 진한 청록:14",남성의류,니트/스웨터,
ARJU5B403CG,챠콜 그레이《LightGuard》초경량 립스탑 블루종 점퍼,알레그리,A001,1897,2,[25SS],여름,0,1,0,0,0,690000,404700,41,0,0,3,5.0,92,14,47,6,"48 (95):0, 50 (100):0, 52 (105):4, 54 (110):2",22,"차콜 그레이:6, 진한 오렌지:16",남성의류,점퍼,캐쥬얼점퍼
ARJU5D602CR,Cream《Cashmere Silk》[Italy Down] PIACENZA Puffer Jumper,프레스티지오 디 알레그리,B01N,1897,2,[25FW],겨울,0,0,0,1,0,3250000,2017500,37,0,0,1,5.0,70,0,91,6,"048:0, 050:0, 052:3, 054:3",6,크림:6,남성의류,점퍼,다운점퍼
ARJU5A207B5,그레이시 블루《Garment Dyed》윈드 브레이커,알레그리,A001,1897,2,[25SS],봄,1,0,0,0,0,790000,432150,45,0,0,1,5.0,48,22,37,18,"48 (95):4, 50 (100):6, 52 (105):7, 54 (110):1",37,"탁한 블루:18, 세피아:19",남성의류,점퍼,캐쥬얼점퍼
ARJU6A204N3,다크네이비《Super Nylon》바람막이 점퍼,알레그리,A001,1897,1,[26SS],봄,1,0,0,0,0,790000,639900,19,0,0,0,0.0,70,0,17,6,"48 (95):0, 50 (100):3, 52 (105):1, 54 (110):2",12,"밝은 그레이:6, 진한 네이비:6",남성의류,점퍼,캐쥬얼점퍼
ARTS5B308B5,그레이시 블루《Soft Twill》세미오버 카라 티셔츠,알레그리,A001,1897,2,[25SS],여름,0,1,0,0,0,210000,132300,37,0,0,20,4.8,390,0,14,1,"90:0, 95:0, 100:1, 105:0, 110:0",2,"탁한 블루:1, 블랙:0, 밝은 베이지:1, 진한 청록:0",남성의류,티셔츠,반팔티셔츠
ARTS5B301MU,멀티 컬러《LuxCool》세미오버 라운드 티셔츠,알레그리,A001,1897,2,[25SS],여름,0,1,0,0,0,180000,113400,37,0,0,349,4.9,1,16,18,7,"90:0, 95:0, 100:2, 105:5, 110:0",104,"밝은 블루:8, 연블루:27, 블랙:0, 진한 초록:5, 밝은 그레이:0, 아이보리:10, MULTI COLOR:7, 네이비:2, 진한 네이비:3, 밝은 핑크:17, 청록:8, 브라운:17, 흰색:0",남성의류,티셔츠,반팔티셔츠
ARJA4C261B2,[클리어런스]블루《Two Tone Boucle》레귤러 핏 자켓,알레그리,A001,1897,2,[24FW],가을,0,0,1,0,0,790000,297550,62,0,0,6,4.5,101,0,40,2,"46 (90):0, 48 (95):2, 50 (100):0, 52 (105):0, 54 (110):0",3,"블루:2, 진한 네이비:1",남성의류,자켓,숏/하프자켓
ARTS6B302WT,화이트《LuxCool》 [New Regular Fit] 티셔츠,알레그리,A001,1897,1,[26SS],여름,0,1,0,0,0,169000,152100,10,0,0,1,5.0,197,13,11,39,"95:4, 100:19, 105:11, 110:5",336,"밝은 블루:12, 진한 블루:24, 탁한 블루:30, 블랙:50, 진한 초록:31, 밝은 그레이:7, 아이보리:24, MULTI COLOR:25, 네이비:19, 밝은 핑크:21, 청록:33, 브라운:21, 흰색:39",남성의류,티셔츠,반팔티셔츠
WXPA5B302N3,[스테디셀러] 네이비[Slim 1Tuck] 로고 데님 팬츠,알레그리 남성,WX,1897,2,[25SS],여름,0,1,0,0,0,390000,245700,37,0,0,3,5.0,48,24,12,5,"078:0, 082:1, 086:0, 090:3, 094:1",14,"블루:9, 진한 네이비:5",남성의류,데님팬츠,롱
ARTS5B201B4,페일 블루《LuxCool》레귤러핏 라운드 티셔츠,알레그리,A001,1897,2,[25SS],여름,0,1,0,0,0,160000,100800,37,0,0,550,4.8,2,19,5,8,"90:3, 95:0, 100:1, 105:0, 110:4",108,"밝은 블루:11, 진한 블루:25, 연블루:8, 블랙:0, 진한 초록:6, 밝은 그레이:1, 아이보리:4, 밝은 연두:12, MULTI COLOR:6, 네이비:4, 진한 네이비:1, 밝은 핑크:1, 청록:3, 브라운:18, 진한 브라운:8, 흰색:0",남성의류,티셔츠,반팔티셔츠
WXTS5A201BK,[스테디셀러] 블랙《LuxWarm》맨투맨,알레그리 남성,WX,1897,2,[25SS],봄,1,0,0,0,0,270000,158190,41,0,0,4,4.5,36,0,21,23,"00S:2, 00M:10, 00L:11, 0XL:0",23,블랙:23,남성의류,티셔츠,긴팔티셔츠
WXPA5A103B3,[스테디셀러] 다크블루 워싱《Wide Fit》 데님 팬츠,알레그리 남성,WX,1897,2,[25SS],봄,1,0,0,0,0,390000,212180,45,0,0,8,4.8,101,24,16,17,"078:2, 082:3, 086:4, 090:4, 094:4",41,"밝은 블루:9, 진한 블루:17, 블랙:15",남성의류,데님팬츠,롱
ARTS5B301N2,네이비《LuxCool》세미오버 라운드 티셔츠,알레그리,A001,1897,2,[25SS],여름,0,1,0,0,0,180000,113400,37,0,0,349,4.9,1,16,25,2,"90:0, 95:0, 100:0, 105:0, 110:2",104,"밝은 블루:8, 연블루:27, 블랙:0, 진한 초록:5, 밝은 그레이:0, 아이보리:10, MULTI COLOR:7, 네이비:2, 진한 네이비:3, 밝은 핑크:17, 청록:8, 브라운:17, 흰색:0",남성의류,티셔츠,반팔티셔츠
WXJU4E204G2,[클리어런스] 그레이《Wool blended》카라넥 블루종,알레그리 남성,WX,1897,2,[24SS],"봄, 여름",1,1,0,0,0,790000,391050,50,0,0,14,4.9,127,19,12,31,"048:11, 050:3, 052:13, 054:4",32,"그레이:31, 진한 네이비:1",남성의류,점퍼,캐쥬얼점퍼
WXPA5A101BK,[스테디셀러] 블랙 워싱 스트레이트 《1Tuck》 데님,알레그리 남성,WX,1897,2,[25SS],봄,1,0,0,0,0,390000,245700,37,0,0,14,4.8,142,12,19,11,"078:0, 082:3, 086:4, 090:1, 094:3",18,"블랙:11, 밝은 그레이:2, 진한 네이비:5",남성의류,데님팬츠,롱
WXTS4F004CG,[클리어런스][스테디셀러] 차콜그레이 단색 긴팔티셔츠,알레그리 남성,WX,1897,2,[24FW],"가을, 겨울",0,0,1,1,0,190000,76950,59,0,0,64,4.9,525,11,42,1,"00S:1, 00M:0, 00L:0, 0XL:0",1,"블랙:0, 차콜 그레이:1, 흰색:0",남성의류,티셔츠,긴팔티셔츠
WXJU5A104CG,[스테디셀러] 차콜그레이《Oil Washed》데님 트러커,알레그리 남성,WX,1897,2,[25SS],봄,1,0,0,0,0,590000,353110,40,0,0,16,4.9,38,24,8,15,"048:4, 050:6, 052:2, 054:3",42,"블루:27, 차콜 그레이:15",남성의류,점퍼,캐쥬얼점퍼
ARBA6E301BK,젠더리스《Alle Milano Boston》최고급 토고 가죽 보스턴 백,알레그리,A001,1897,1,[26SS],상반기,0,0,0,0,0,590000,477900,19,0,0,0,0.0,0,14,13,68,XXX:68,68,블랙:68,가방,남녀캐주얼가방,토트백
ARJU5D315G1,라이트그레이《Faux Suede》하이브리드 점퍼,알레그리,A001,1897,2,[25FW],겨울,0,0,0,1,0,990000,593700,40,0,0,16,4.9,487,24,177,26,"48 (95):10, 50 (100):12, 52 (105):4, 54 (110):0",126,"밝은 그레이:26, 진한 청록:27, 진한 브라운:73",남성의류,점퍼,다운점퍼
WXPA5A101G1,[스테디셀러] 그레이 워싱 스트레이트 《1Tuck》 데님,알레그리 남성,WX,1897,2,[25SS],봄,1,0,0,0,0,390000,245700,37,0,0,14,4.8,142,12,41,2,"078:0, 082:0, 086:1, 090:0, 094:1",18,"블랙:11, 밝은 그레이:2, 진한 네이비:5",남성의류,데님팬츠,롱
ARTS5B202B4,페일 블루《LuxCool》레귤러핏 카라 티셔츠,알레그리,A001,1897,2,[25SS],여름,0,1,0,0,0,190000,119700,37,0,0,284,4.9,1,11,8,6,"90:1, 95:2, 100:0, 105:3, 110:0",26,"진한 블루:3, 연블루:6, 블랙:5, 밝은 그레이:3, 아이보리:1, 진한 네이비:3, 청록:1, 흰색:4",남성의류,티셔츠,반팔티셔츠
ARTS6B302BK,블랙《LuxCool》 [New Regular Fit] 티셔츠,알레그리,A001,1897,1,[26SS],여름,0,1,0,0,0,169000,152100,10,0,0,1,5.0,197,13,11,50,"95:7, 100:26, 105:13, 110:4",336,"밝은 블루:12, 진한 블루:24, 탁한 블루:30, 블랙:50, 진한 초록:31, 밝은 그레이:7, 아이보리:24, MULTI COLOR:25, 네이비:19, 밝은 핑크:21, 청록:33, 브라운:21, 흰색:39",남성의류,티셔츠,반팔티셔츠
ARSW6A108BK,블랙《Milano Wool》카라넥 가디건,알레그리,A001,1897,1,[26SS],봄,1,0,0,0,0,590000,531000,10,0,0,3,5.0,82,12,22,7,"L (105):2, S (95):3, XL (110):2, M (100):0",13,"블랙:7, 그레이:6",남성의류,가디건,기본가디건
ARSW5B406G1,라이트 그레이《Summer Knit Pleats》카라넥 니트,알레그리,A001,1897,2,[25SS],여름,0,1,0,0,0,350000,220500,37,0,0,34,4.9,1,12,20,3,"S (95):1, M (100):0, L (105):1, XL (110):1",26,"밝은 블루:9, 블랙:6, 차콜 그레이:0, 밝은 그레이:3, 브라운:8",남성의류,니트/스웨터,
ARPA6B871B1,라이트블루《Relax Denim》컴포트 투 턱 핏 데님,알레그리,A001,1897,1,[26SS],여름,0,1,0,0,0,440000,396000,10,0,0,1,5.0,30,0,7,19,"78 (30):1, 82 (32):5, 86 (34):7, 90 (36):2, 94 (38):1, 098:3",84,"밝은 블루:19, 블랙:34, 아이보리:31",남성의류,데님팬츠,롱
ARJU6E002N3,다크네이비《Super Nylon》후디 바람막이 야상 점퍼,알레그리 우먼,B01R,1897,1,[26SS],"봄, 여름",1,1,0,0,0,790000,675450,14,0,0,1,5.0,13,0,15,15,"00S:2, 00M:10, 00L:3",28,"밝은 그레이:13, 진한 네이비:15",여성의류,점퍼,캐쥬얼점퍼
ARTS5B201B1,라이트 블루《LuxCool》레귤러핏 라운드 티셔츠,알레그리,A001,1897,2,[25SS],여름,0,1,0,0,0,160000,100800,37,0,0,550,4.8,2,19,10,11,"90:4, 95:5, 100:1, 105:1, 110:0",108,"밝은 블루:11, 진한 블루:25, 연블루:8, 블랙:0, 진한 초록:6, 밝은 그레이:1, 아이보리:4, 밝은 연두:12, MULTI COLOR:6, 네이비:4, 진한 네이비:1, 밝은 핑크:1, 청록:3, 브라운:18, 진한 브라운:8, 흰색:0",남성의류,티셔츠,반팔티셔츠
ARJU6A211I3,다크베이지《Shadowvel》트러커 점퍼,알레그리,A001,1897,1,[26SS],봄,1,0,0,0,0,890000,801000,10,0,0,2,5.0,225,14,52,2,"48 (95):0, 50 (100):1, 52 (105):0, 54 (110):1",9,"차콜 그레이:7, 진한 베이지:2",남성의류,점퍼,캐쥬얼점퍼
ARTS5B201W2,브라운《LuxCool》레귤러핏 라운드 티셔츠,알레그리,A001,1897,2,[25SS],여름,0,1,0,0,0,160000,100800,37,0,0,550,4.8,2,19,7,18,"90:4, 95:4, 100:5, 105:4, 110:1",108,"밝은 블루:11, 진한 블루:25, 연블루:8, 블랙:0, 진한 초록:6, 밝은 그레이:1, 아이보리:4, 밝은 연두:12, MULTI COLOR:6, 네이비:4, 진한 네이비:1, 밝은 핑크:1, 청록:3, 브라운:18, 진한 브라운:8, 흰색:0",남성의류,티셔츠,반팔티셔츠
ARJU5B601I2,베이지《SeerSucker》셋업 점퍼,알레그리,A001,1897,2,[25SS],여름,0,1,0,0,0,590000,371700,37,0,0,6,5.0,89,12,27,8,"48 (95):2, 50 (100):2, 52 (105):4, 54 (110):0",13,"베이지:8, 네이비:5",남성의류,점퍼,캐쥬얼점퍼
ARTS6A102I1,라이트베이지《Soft Texture》셔츠 카라 맨투맨,알레그리,A001,1897,1,[26SS],봄,1,0,0,0,0,320000,259200,19,0,0,6,4.8,83,31,4,13,"95:5, 100:8, 105:0, 110:0",32,"블랙:18, 밝은 그레이:1, 밝은 베이지:13",남성의류,티셔츠,긴팔티셔츠
ARCO5D403BK,블랙《Cashmere Rich 40》핸드메이드 발마칸 코트,알레그리,A001,1897,2,[25FW],겨울,0,0,0,1,0,1390000,845700,39,0,0,11,5.0,247,20,142,9,"48 (95):1, 50 (100):3, 52 (105):4, 54 (110):1",21,"블랙:9, 진한 그레이:12",남성의류,코트,롱코트
ARTS5B301B4,페일 블루《LuxCool》세미오버 라운드 티셔츠,알레그리,A001,1897,2,[25SS],여름,0,1,0,0,0,180000,107730,40,0,0,349,4.9,1,16,11,27,"90:1, 95:4, 100:5, 105:11, 110:6",104,"밝은 블루:8, 연블루:27, 블랙:0, 진한 초록:5, 밝은 그레이:0, 아이보리:10, MULTI COLOR:7, 네이비:2, 진한 네이비:3, 밝은 핑크:17, 청록:8, 브라운:17, 흰색:0",남성의류,티셔츠,반팔티셔츠
ARTS5D301CR,크림《LuxFeel》롱슬리브,알레그리,A001,1897,2,[25FW],겨울,0,0,0,1,0,199000,125370,37,0,0,11,4.8,206,16,17,16,"95:0, 100:10, 105:0, 110:6",42,"블랙:15, 차콜 그레이:9, 크림:16, 진한 네이비:2",남성의류,티셔츠,긴팔티셔츠
ARTS5B303E3,다크 그린《LuxCool Phase》세미오버 라운드 티셔츠,알레그리,A001,1897,2,[25SS],여름,0,1,0,0,0,190000,119700,37,0,0,62,4.8,1,12,11,4,"90:3, 95:0, 100:0, 105:1, 110:0",36,"밝은 블루:3, 블랙:0, 밝은 초록:24, 진한 초록:4, 밝은 그레이:1, 베이지:4, 진한 네이비:0, 흰색:0",남성의류,티셔츠,반팔티셔츠
ARSW5B306CR,크림《Mild Rayon》카라넥 니트,알레그리,A001,1897,2,[25SS],여름,0,1,0,0,0,320000,201600,37,0,0,25,4.8,992,52,9,10,"S (95):6, M (100):0, L (105):0, XL (110):4",67,"블랙:8, 크림:10, 진한 초록:25, 밝은 그레이:5, 연핑크:5, 진한 청록:14",남성의류,니트/스웨터,
ARJU5D301BK,블랙《Wool Cashmere》핸드메이드 블루종 점퍼,알레그리,A001,1897,2,[25FW],겨울,0,0,0,1,0,990000,593700,40,0,0,13,4.9,236,0,214,7,"48 (95):4, 50 (100):0, 52 (105):3, 54 (110):0",10,"블랙:7, 진한 그레이:3",남성의류,점퍼,캐쥬얼점퍼
ARJU6A102BK,블랙《Faux Suede》헤링턴 블루종 점퍼,알레그리,A001,1897,1,[26SS],봄,1,0,0,0,0,960000,864000,10,0,0,4,5.0,239,13,72,13,"48 (95):1, 50 (100):5, 52 (105):5, 54 (110):2",19,"블랙:13, 베이지:6",남성의류,점퍼,캐쥬얼점퍼
WXPA4F841BK,[클리어런스][스테디셀러] 블랙 워싱 면혼방 데님팬츠,알레그리 남성,WX,1897,2,[24FW],"가을, 겨울",0,0,1,1,0,390000,146890,62,0,0,26,4.8,246,0,26,2,"078:0, 082:0, 086:0, 090:0, 094:2",2,"블루:0, 블랙:2",남성의류,데님팬츠,롱
ARTS6A201WT,화이트《LuxCool》[New Regular Fit] 롱슬리브 티셔츠,알레그리,A001,1897,1,[26SS],봄,1,0,0,0,0,190000,162450,14,0,0,9,4.9,128,12,12,5,"95:0, 100:4, 105:1, 110:0",40,"블랙:5, 아이보리:5, MULTI COLOR:10, 청록:15, 흰색:5",남성의류,티셔츠,긴팔티셔츠
ARTS6B303WT,화이트《LuxCool》[New Comfort Fit] 라운드 티셔츠,알레그리,A001,1897,1,[26SS],여름,0,1,0,0,0,189000,170100,10,0,0,4,5.0,86,11,4,25,"90:1, 95:4, 100:11, 105:9, 110:0",178,"블랙:16, 크림:15, 밝은 그레이:22, MULTI COLOR:30, 네이비:34, 진한 네이비:17, 청록:19, 흰색:25",남성의류,티셔츠,반팔티셔츠
ARSH5C721WT,화이트《Active》[Easy Care]드레스 셔츠,알레그리,A001,1897,2,[25FW],가을,0,0,1,0,0,290000,169910,41,0,0,0,0.0,116,0,8,3,"S (95):0, M (100):1, L (105):1, XL (110):1",8,"밝은 블루:5, 흰색:3",남성의류,셔츠,긴팔드레스셔츠
ARJU5D311BK,블랙《X-Lite》[Siberian Goose] 다운 점퍼,알레그리,A001,1897,2,[25FW],겨울,0,0,0,1,0,890000,530700,40,0,0,24,4.9,421,12,349,30,"48 (95):23, 50 (100):7, 52 (105):0, 54 (110):0",34,"블랙:30, 진한 네이비:4",남성의류,점퍼,다운점퍼
WXJU4F002T3,[클리어런스][스테디셀러] 다크 터콰이즈 《Tech Wool》카라넥 점퍼,알레그리 남성,WX,1897,2,[24FW],"가을, 겨울",0,0,1,1,0,890000,360450,59,0,0,58,4.8,185,0,59,2,"048:1, 050:1, 052:0, 054:0",2,"블랙:0, 진한 청록:2",남성의류,점퍼,캐쥬얼점퍼
ARPA4D202G2,[클리어런스]그레이《Bouncy》스탠다드 핏 슬랙스,알레그리,A001,1897,2,[24FW],겨울,0,0,0,1,0,370000,139360,62,0,0,28,4.6,339,19,9,6,"78 (30):0, 82 (32):0, 86 (34):0, 90 (36):1, 94 (38):4, 098:1",37,"블랙:6, 차콜 그레이:10, 그레이:6, 진한 그레이:8, 밝은 베이지:2, 진한 네이비:5",남성의류,팬츠,슬랙스
ARJU6E004BK,블랙《Premium Soft Lamb》가죽점퍼,알레그리 우먼,B01R,1897,1,[26SS],"봄, 여름",1,1,0,0,0,1390000,1188450,14,0,0,0,0.0,11,0,28,10,"00M:8, 00L:2",10,블랙:10,여성의류,점퍼,캐쥬얼점퍼
ARTS5B301IV,아이보리《LuxCool》세미오버 라운드 티셔츠,알레그리,A001,1897,2,[25SS],여름,0,1,0,0,0,180000,113400,37,0,0,349,4.9,1,16,8,10,"90:1, 95:0, 100:1, 105:4, 110:4",104,"밝은 블루:8, 연블루:27, 블랙:0, 진한 초록:5, 밝은 그레이:0, 아이보리:10, MULTI COLOR:7, 네이비:2, 진한 네이비:3, 밝은 핑크:17, 청록:8, 브라운:17, 흰색:0",남성의류,티셔츠,반팔티셔츠
ARTS5B303G1,라이트 그레이《LuxCool Phase》세미오버 라운드 티셔츠,알레그리,A001,1897,2,[25SS],여름,0,1,0,0,0,190000,119700,37,0,0,62,4.8,1,13,7,1,"90:0, 95:1, 100:0, 105:0, 110:0",36,"밝은 블루:3, 블랙:0, 밝은 초록:24, 진한 초록:4, 밝은 그레이:1, 베이지:4, 진한 네이비:0, 흰색:0",남성의류,티셔츠,반팔티셔츠
ARPA5B871B2,라이트 블루 투 턱 밴딩 데님 팬츠,알레그리,A001,1897,2,[25SS],여름,0,1,0,0,0,490000,293260,40,0,0,11,4.7,234,0,14,6,"78 (30):0, 82 (32):0, 86 (34):0, 90 (36):5, 94 (38):1",7,"블루:6, 밝은 그레이:0, 아이보리:1",남성의류,데님팬츠,롱
ARTS5B201B3,다크 블루《LuxCool》레귤러핏 라운드 티셔츠,알레그리,A001,1897,2,[25SS],여름,0,1,0,0,0,160000,100800,37,0,0,550,4.8,2,19,11,25,"90:4, 95:7, 100:10, 105:4, 110:0",108,"밝은 블루:11, 진한 블루:25, 연블루:8, 블랙:0, 진한 초록:6, 밝은 그레이:1, 아이보리:4, 밝은 연두:12, MULTI COLOR:6, 네이비:4, 진한 네이비:1, 밝은 핑크:1, 청록:3, 브라운:18, 진한 브라운:8, 흰색:0",남성의류,티셔츠,반팔티셔츠
ARPA5C841B2,블루《Flex Denim》[Regular Straight] 데님 팬츠,알레그리,A001,1897,2,[25FW],가을,0,0,1,0,0,369000,232470,37,0,0,5,5.0,240,12,19,17,"78 (30):6, 82 (32):3, 86 (34):8, 90 (36):0, 94 (38):0",54,"블루:17, 블랙:12, 진한 그레이:12, 아이보리:13",남성의류,데님팬츠,롱
ARJU5D313BK,블랙《X-Lite》[Siberian Goose] 후디 다운 점퍼,알레그리,A001,1897,2,[25FW],겨울,0,0,0,1,0,890000,530700,40,0,0,16,4.9,341,0,173,34,"48 (95):11, 50 (100):17, 52 (105):4, 54 (110):2",46,"블랙:34, 베이지:12",남성의류,점퍼,다운점퍼
ARTS6A201BK,블랙《LuxCool》[New Regular Fit] 롱슬리브 티셔츠,알레그리,A001,1897,1,[26SS],봄,1,0,0,0,0,190000,162450,14,0,0,9,4.9,128,12,14,5,"95:0, 100:2, 105:2, 110:1",40,"블랙:5, 아이보리:5, MULTI COLOR:10, 청록:15, 흰색:5",남성의류,티셔츠,긴팔티셔츠
ARSH5C202CG,차콜그레이《Cozy Flannel》세미오버핏 셔츠,알레그리,A001,1897,2,[25FW],가을,0,0,1,0,0,540000,407400,24,0,0,29,5.0,235,0,85,14,"S (95):5, M (100):4, L (105):1, XL (110):4",59,"차콜 그레이:14, 진한 베이지:37, 진한 레드:8",남성의류,셔츠,긴팔캐쥬얼셔츠
ARSH5C102B4,페일블루 레귤러 핏 데님 셔츠,알레그리,A001,1897,2,[25FW],가을,0,0,1,0,0,440000,257800,41,0,0,3,5.0,69,0,38,6,"S (95):1, M (100):2, L (105):0, XL (110):3",6,연블루:6,남성의류,셔츠,긴팔캐쥬얼셔츠
